50,5.8,2.7,5.1,1.9,Iris-virginica;
51,6.0,2.9,4.5,1.5,Iris-versicolor;
52,4.7,3.2,1.3,0.2,Iris-setosa;
53,6.1,2.9,4.7,1.4,Iris-versicolor;
54,7.2,3.0,5.8,1.6,Iris-virginica;
55,5.8,2.7,3.9,1.2,Iris-versicolor;
56,4.9,2.5,4.5,1.7,Iris-virginica;
57,6.3,2.7,4.9,1.8,Iris-virginica;
58,5.9,3.0,5.1,1.8,Iris-virginica;
59,7.3,2.9,6.3,1.8,Iris-virginica;
60,7.4,2.8,6.1,1.9,Iris-virginica;
61,5.7,4.4,1.5,0.4,Iris-setosa;
62,5.6,3.0,4.1,1.3,Iris-versicolor;
63,6.3,3.3,6.0,2.5,Iris-virginica;
64,5.7,2.5,5.0,2.0,Iris-virginica;
65,6.4,2.7,5.3,1.9,Iris-virginica;
66,6.3,2.9,5.6,1.8,Iris-virginica;
67,7.1,3.0,5.9,2.1,Iris-virginica;
68,6.2,2.8,4.8,1.8,Iris-virginica;
69,5.0,3.5,1.3,0.3,Iris-setosa;
70,5.9,3.0,4.2,1.5,Iris-versicolor;
71,4.8,3.4,1.6,0.2,Iris-setosa;
72,5.0,3.4,1.6,0.4,Iris-setosa;
73,6.1,3.0,4.9,1.8,Iris-virginica;
74,5.6,2.8,4.9,2.0,Iris-virginica;
75,4.6,3.6,1.0,0.2,Iris-setosa;
76,5.8,2.7,4.1,1.0,Iris-versicolor;
77,5.7,2.8,4.1,1.3,Iris-versicolor;
78,7.7,2.6,6.9,2.3,Iris-virginica;
79,5.4,3.4,1.7,0.2,Iris-setosa;
80,5.0,3.5,1.6,0.6,Iris-setosa;
81,6.5,2.8,4.6,1.5,Iris-versicolor;
82,5.8,2.6,4.0,1.2,Iris-versicolor;
83,6.1,2.6,5.6,1.4,Iris-virginica;
84,7.2,3.2,6.0,1.8,Iris-virginica;
85,5.2,3.4,1.4,0.2,Iris-setosa;
86,6.0,2.7,5.1,1.6,Iris-versicolor;
87,5.1,3.8,1.6,0.2,Iris-setosa;
88,6.0,3.4,4.5,1.6,Iris-versicolor;
89,6.3,2.3,4.4,1.3,Iris-versicolor;
90,7.7,3.0,6.1,2.3,Iris-virginica;
91,5.6,2.5,3.9,1.1,Iris-versicolor;
92,5.7,3.8,1.7,0.3,Iris-setosa;
93,4.7,3.2,1.6,0.2,Iris-setosa;
94,5.1,3.4,1.5,0.2,Iris-setosa;
95,4.6,3.1,1.5,0.2,Iris-setosa;
96,5.2,4.1,1.5,0.1,Iris-setosa;
97,4.4,3.0,1.3,0.2,Iris-setosa;
98,5.1,3.3,1.7,0.5,Iris-setosa;
99,6.4,2.8,5.6,2.2,Iris-virginica;
100,5.6,3.0,4.5,1.5,Iris-versicolor;
101,6.5,3.0,5.8,2.2,Iris-virginica;
102,5.1,3.8,1.9,0.4,Iris-setosa;
103,6.7,3.0,5.2,2.3,Iris-virginica;
104,6.2,2.2,4.5,1.5,Iris-versicolor;
105,6.5,3.0,5.5,1.8,Iris-virginica;
106,6.7,3.1,4.7,1.5,Iris-versicolor;
107,4.6,3.2,1.4,0.2,Iris-setosa;
108,6.7,3.3,5.7,2.5,Iris-virginica;
109,6.9,3.1,5.1,2.3,Iris-virginica;
110,4.9,3.0,1.4,0.2,Iris-setosa;
111,5.7,2.6,3.5,1.0,Iris-versicolor;
112,5.8,4.0,1.2,0.2,Iris-setosa;
113,5.5,2.5,4.0,1.3,Iris-versicolor;
114,4.4,3.2,1.3,0.2,Iris-setosa;
115,6.8,3.0,5.5,2.1,Iris-virginica;
116,5.4,3.0,4.5,1.5,Iris-versicolor;
117,6.3,2.5,5.0,1.9,Iris-virginica;
118,4.5,2.3,1.3,0.3,Iris-setosa;
119,5.9,3.2,4.8,1.8,Iris-versicolor;
120,6.6,2.9,4.6,1.3,Iris-versicolor;
121,6.4,3.2,4.5,1.5,Iris-versicolor;
122,5.5,2.6,4.4,1.2,Iris-versicolor;
123,6.9,3.1,4.9,1.5,Iris-versicolor;
124,5.1,3.7,1.5,0.4,Iris-setosa;
125,4.9,3.1,1.5,0.1,Iris-setosa;
126,7.6,3.0,6.6,2.1,Iris-virginica;
127,4.9,2.4,3.3,1.0,Iris-versicolor;
128,6.2,3.4,5.4,2.3,Iris-virginica;
129,7.0,3.2,4.7,1.4,Iris-versicolor;
130,5.1,3.5,1.4,0.3,Iris-setosa;
131,6.7,3.1,4.4,1.4,Iris-versicolor;
132,6.1,3.0,4.6,1.4,Iris-versicolor;
133,6.7,3.1,5.6,2.4,Iris-virginica;
134,5.0,3.0,1.6,0.2,Iris-setosa;
135,5.0,3.2,1.2,0.2,Iris-setosa;
136,5.5,2.4,3.7,1.0,Iris-versicolor;
137,6.9,3.1,5.4,2.1,Iris-virginica;
138,6.4,3.1,5.5,1.8,Iris-virginica;
139,6.0,2.2,5.0,1.5,Iris-virginica;
140,5.3,3.7,1.5,0.2,Iris-setosa;
141,5.1,3.8,1.5,0.3,Iris-setosa;
142,5.1,3.5,1.4,0.2,Iris-setosa;
143,6.3,3.3,4.7,1.6,Iris-versicolor;
144,6.2,2.9,4.3,1.3,Iris-versicolor;
145,4.4,2.9,1.4,0.2,Iris-setosa;
146,6.0,3.0,4.8,1.8,Iris-virginica;
147,6.3,2.8,5.1,1.5,Iris-virginica;
148,4.3,3.0,1.1,0.1,Iris-setosa;
149,5.0,3.6,1.4,0.2,Iris-setosa;
